name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
MANORCARE HEALTH SERVICES HUNTINGDON VAL,nursing_homes,,3908,3430 HUNTINGDON PIKE,,,,HUNTINGDON VALLEY,,19006,40.14822,-75.059988,,,,,,,http://www.heartland-manorcare.com/HuntingdonValley,abbie.jacobs@hc,12159387171,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES GREENTREE,nursing_homes,,3521,1848 GREENTREE ROAD,,,,PITTSBURGH,,15220,40.397409,-80.067816,,,,,,,http://www.heartland-manorcare.com,amy.romano@hcr-,14123447744,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES ERIE,nursing_homes,,3679,3805 FIELD STREET,,,,ERIE,,16511,42.14741,-80.014931,,,,,,,http://www.heartland-manorcare.com,peter.mureithi@,18148985600,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES ELIZABETHTOWN,nursing_homes,,3733,320 SOUTH MARKET STREET,,,,ELIZABETHTOWN,,17022,40.147433,-76.603613,,,,,,,http://www.heartland-manorcare.com/Elizabethtown,lori.martzall@h,17173671377,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
PAVILION AT SAINT LUKE VILLAGE,nursing_homes,,4115,1000 STACIE DRIVE,,,,HAZLETON,,18201,40.943127,-75.950939,,,,,,,http://www.consulatehealthcare.com,sandra.l.malia@,15704535100,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES DALLASTOWN,nursing_homes,,3819,100 WEST QUEEN STREET,,,,DALLASTOWN,,17313,39.898709,-76.646333,,,,,,,http://www.manorcare.com/Dallastown,amanda.chase@hc,17172461671,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES CHAMBERSBURG,nursing_homes,,3809,1070 STOUFFER AVENUE,,,,CHAMBERSBURG,,17201,39.916061,-77.649052,,,,,,,http://www.heartland-manorcare.com/Chambersburg,amber.hurley@hc,17172630436,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES CARLISLE,nursing_homes,,3728,940 WALNUT BOTTOM ROAD,,,,CARLISLE,,17015,40.183968,-77.21182,,,,,,,http://www.heartland-manorcare.com/Carlisle,holly.townsend@,17172490085,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES CAMP HILL,nursing_homes,,3718,1700 MARKET STREET,,,,CAMP HILL,,17011,40.240473,-76.913041,,,,,,,http://www.manorcare.com/CampHill,randy.holtry@hc,17177378551,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES BETHLEHEM 2029,nursing_homes,,4086,2029 WESTGATE DRIVE,,,,BETHLEHEM,,18017,40.640291,-75.408413,,,,,,,https://www.manorcare.com/Bethlehem29,kristen.santang,16108610100,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES BETHLEHEM 2021,nursing_homes,,4085,2021 WESTGATE DRIVE,,,,BETHLEHEM,,18017,40.639828,-75.40823,,,,,,,http://www.heartland-manorcare.com/Bethlehem21,mary.reagan@hcr,16108656077,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
MANORCARE HEALTH SERVICES BETHEL PARK,nursing_homes,,3488,60 HIGHLAND ROAD,,,,BETHEL PARK,,15102,40.348701,-80.046116,,,,,,,http://www.heartland-manorcare.com/BethelPark,dayna.colaizzi@,14128316050,,,,,,,,,,,,,FIX,,,PASDA: Nursing Homes,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=3074,,,,,
Westinghouse Playground (Swing 2 Bays),parks_and_facilities,,88750,398 N Murtland St,,,,Pittsburgh,PA,,40.45290843,-79.90333692,,,,,,,,,,,,,,,,,t,,t,,,FIX,,,WPRDC Dataset: Playground Equipment,https://data.wprdc.org/dataset/playground-equipment,,,,This is derived from an aggregated version of the WPRDC Playground Equipment dataset.,
LEO MEYER MANOR,affordable_housing,,2094,1015 Church Ave,,,,Mc Kees Rocks,PA,15136-3667,40.46431106,-80.06639556,,,,,,,,,14123318000,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LEETSDALE HIRISE,affordable_housing,,2091,27 Spencer St,,,,Leetsdale,PA,15056-1140,40.564989,-80.2074195,,,,,,,,,14128293910,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LEECHBURG GARDENS APTS,affordable_housing,,2290,1803 Garden Dr,,,,Verona,PA,15147-3621,40.48860047,-79.80136478,,,,,,,,,14123934080,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LAVENDER HEIGHTS II,affordable_housing,,2130,412 Lavender Heights Ct,,,,Pittsburgh,PA,15235-3652,40.47906753,-79.78093967,,,,,,,,,14127981341,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
Brittini R Wright LLC DBA Wright Childcare Solutions,schools,LEA type: Miscellaneous,8474,437 Turrett Street,,,,Pittsburgh,PA,15201,40.462063,-79.909797,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Brittini R Wright LLC DBA Wright Childcare Solutions,,,,
Community Specialists Corporation DBA The Academy,schools,"LEA type: Other Private, Non-Licensed Entity",8622,900 Agnew Rd,,,,Pittsburgh,PA,15227,40.399366,-79.968168,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Community Specialists Corporation DBA The Academy,,,,
I Have A Dream Foundation,schools,LEA type: Miscellaneous,8932,"Carnegie Mellon Univ, 218 N Highland Ave  2nd FL",,,,Pittsburgh,PA,15213,40.463075,-79.92412,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,I Have A Dream Foundation,,,,
Kingdom Life Fellowhsip Pittsburgh DBA Haven House,schools,LEA type: Miscellaneous,8407,148 Jucunda Street,,,,Pittsburgh,PA,15210,40.41733,-79.990413,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Kingdom Life Fellowhsip Pittsburgh DBA Haven House,,,,
Linda Grinage DBA Blessed Assurance Christian Child Care,schools,LEA type: Miscellaneous,3113,230 Third Avenue,,,,Rankin,PA,15104,40.41218265,-79.88007558,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Linda Grinage DBA Blessed Assurance Christian Child Care,,,,
Methodist Union of Social Agencies,schools,"LEA type: Other Private, Non-Licensed Entity",8839,120 E 9th Ave,,,,Homestead,PA,15120,40.405857,-79.91087,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Methodist Union of Social Agencies,,,,
Pennsylvania Women Work,schools,LEA type: Miscellaneous,8864,"Chamber of Commerce Building, 411 Seventh Ave., Suite 925",,,,Pittsburgh,PA,15219,40.442682,-79.996425,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Pennsylvania Women Work,,,,
Plea Development Preschool,schools,"LEA type: Other Private, Non-Licensed Entity",9002,733 South Ave,,,,Pittsburgh,PA,15221,40.441495,-79.883881,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Plea Development Preschool,,,,
Ruth Jean Hamilton Child Develoment Center,schools,LEA type: Miscellaneous,8419,1403 Lincoln Avenue,,,,Pittsburgh,PA,15206,40.468003,-79.896901,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Ruth Jean Hamilton Child Develoment Center,,,,
Shining Stars Creative Childcare & Learning Center,schools,LEA type: Miscellaneous,8446,904 Wood Street,,,,Wilkinsburg,PA,15221,40.443133,-79.885107,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Shining Stars Creative Childcare & Learning Center,,,,
Young Men's Christian Association,schools,LEA type: Miscellaneous,9214,128 East Pittsburgh Street,,,,Greensburg,PA,15601,40.303025,-79.541305,,,,,,,,,,,,,,,,,,,,,,FIX,,,Open Data PA Dataset: Public and Private Education Institutions 2017 Education,https://data.pa.gov/Schools-that-Teach/Public-and-Private-Education-Institutions-2017-Edu/ccgi-a8qm,Young Men's Christian Association,,,,
LAVENDER HEIGHTS I aka Penn Hills Senior Housing,affordable_housing,,2129,100 Lavender Heights Ct,,,,Pittsburgh,PA,15235-3653,40.4774892,-79.78308731,,,,,,,,,14127981341,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LAURENTIAN HALL,affordable_housing,,2202,5321 Penn Ave,,,,Pittsburgh,PA,15224-1760,40.464945,-79.937838,,,,,,,,,14123614462,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LARIMER PHASE 1,affordable_housing,,2201,Scattered Sites,,,,Pittsburgh,PA,15206-2613,40.464951,-79.915148,,,,,,,,,,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LARIMER EAST LIBERTY PH 1,affordable_housing,,2200,Scattered Sites,,,,Pittsburgh,PA,15206-0000,40.4680043,-79.9111732,,,,,,,,,13143352712,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
LAMBETH APTS,affordable_housing,,2199,4003 Penn Ave,,,,Pittsburgh,PA,15224-1337,40.46529349,-79.9573901,,,,,,,,,14127952191,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
KELLY-HAMILTON,affordable_housing,,2198,7301 Kelly St,,,,Pittsburgh,PA,15208-1912,40.455171,-79.894701,,,,,,,,,14124416100,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
Immaculate Conception Church /of Immaculate Conception Parish,faith-based_facilities,,88804,,,,,,,,40.172039,-80.2490234,,,,,,,http://www.icwashpa.net,office@icwashpa.net,17242251425,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
Holy Ghost,faith-based_facilities,,88786,,,,,,,,40.4669304,-80.0319824,,,,,,,www.archeparchy.org/page/directories/parishes/pittsburgh-holyghost08.htm,holyghost@verizon.net,14123215072,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
HOLLIDAY MEMORIAL AFRICAN METHODIST EPISCOPAL ZION CHURCH,faith-based_facilities,,2939,600 TALBOT AVENUE,,,,BRADDOCK,PA,15104,40.4016873,-79.870061,,,,,,,,,14122715565,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
Epiphany Church /of St. Alphonsus Parish,faith-based_facilities,,88778,,,,,,,,41.1094284,-79.9018631,,,,,,,http://www.stalspar.com/index.html,stalphparish@zoominternet.net,17244761476,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
Corpus Christi Church /of Saint Charles Lwanga Parish (Closed until further notice),faith-based_facilities,,88775,,,,,,,,40.4698715,-79.8940735,,,,,,,http://www.stcharleslwanga.org,stcharles2@verizon.net,14127313020,,,,,,,,,,,,,FIX,,,Catholic Churches in Allegheny County,http://alcogis.maps.arcgis.com/home/item.html?id=a691de8fc3254f6d8b23d97610f67920,,,,,
Beechview United Presbyterian Church,faith-based_facilities,,540,1621 Broadway Ave,,,,Pittsburgh,PA,15216,40.409686,-80.024391,,,,,,,https://b-m.facebook.com/BeechviewUnitedPresbyterian/?_ft_=top_level_post_id.1440164222767879%3Atl_objid.1440164222767879%3Athrowback_story_fbid.1440164222767879%3Apage_id.983424608441845%3Apage_insights.%7B%22983424608441845%22%3A%7B%22role%22%3A1%2C%22p,,,,,,,,,,,,,f,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'address', 'label': '1621 Broadway Ave, Pittsburgh, PA, USA'}"
VETERANS AFFAIRS PITTSBURGH HEALTH CARE SYSTEM - HEINZ DIVISION,va_facilities,,3401,"1010 DELAFIELD ROAD, VETERANS AFFAIRS MEDICAL CENTER ASPINWALL",,,,PITTSBURGH,PA,15240,40.49517,-79.88735,,,,,,,,,18664827488,,,,,,,,,,,,,FIX,,,GIS: Veterans Health Administration Medical Facilities,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Veterans_Health_Administration_Medical_Facilities/FeatureServer,,,,,
Oakmont Elks,community_nonprofit_orgs,fish fry,260,106 WASHINGTON AVE,,,,OAKMONT,PA,,40.516208,-79.847427,,,,,,,https://www.facebook.com/events/570103646795371/,,14128281668,,,seasonal,,,,f,t,,t,f,,FIX,,,WPRDC Dataset: Pittsburgh Fish Fries (2020),https://data.wprdc.org/dataset/pittsburgh-fish-fry-map,,,,"Fish Fry events: Friday Feb 28 from 3:00 PM to 7:00 PM, Friday Mar 6 from 3:00 PM to 7:00 PM, Friday Mar 13 from 3:00 PM to 7:00 PM, Friday Mar 20 from 3:00 PM to 7:00 PM, Friday Mar 27 from 3:00 PM to 7:00 PM, Friday Apr 3 from 3:00 PM to 7:00 PM, Friday Apr 10 from 3:00 PM to 7:00 PM",
Allegheny Elks Lodge #339,community_nonprofit_orgs,fish fry,192,400 CEDAR AVE,,,,PITTSBURGH,PA,,40.451826,-80.000775,,,,,,,https://www.facebook.com/alleghenyelks/,,14123211834,,,seasonal,,,,f,f,,t,f,,FIX,,,WPRDC Dataset: Pittsburgh Fish Fries (2020),https://data.wprdc.org/dataset/pittsburgh-fish-fry-map,,,,"Fish Fry events: Friday Feb 28 from 6:00 PM to 8:00 PM, Friday Mar 6 from 6:00 PM to 8:00 PM, Friday Mar 13 from 6:00 PM to 8:00 PM, Friday Mar 20 from 6:00 PM to 8:00 PM, Friday Mar 27 from 6:00 PM to 8:00 PM, Friday Apr 3 from 6:00 PM to 8:00 PM, Friday Apr 10 from 6:00 PM to 8:00 PM",
K LEROY IRVIS TOWER,affordable_housing,,2197,715 Mercer St,,,,Pittsburgh,PA,15219-4147,40.44401974,-79.98696779,,,,,,,,,14127651008,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
JUST INN TRANSITION,affordable_housing,,2196,215 Lelia St,,,,Pittsburgh,PA,15211-2306,40.42180898,-80.00937103,,,,,,,,,14123816171,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
SAINT MARK AFRICAN METHODIST EPISCOPAL CHURCH,faith-based_facilities,,2847,1409 MONTIER STREET,,,,WILKINSBURG,PA,15221,40.4444266,-79.8747321,,,,,,,,,14123712800,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT MARGARET OF SCOTLAND CHURCH,faith-based_facilities,,2797,310 MANSFIELD AVENUE,,,,PITTSBURGH,PA,15220,40.4225365,-80.0469146,,,,,,,,,14129210745,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT LOUISE DE MARILLAC CHURCH,faith-based_facilities,,2984,320 MCMURRAY ROAD,,,,PITTSBURGH,PA,15241,40.3158045,-80.0717538,,,,,,,,,14128331010,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT LAWRENCE O'TOOLE GARFIELD,faith-based_facilities,,2810,5323 PENN AVENUE,,,,PITTSBURGH,PA,15224,40.4648973,-79.9380644,,,,,,,,,14123631771,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOSEPH OHARA CHURCH,faith-based_facilities,,2822,342 DORSEYVILLE ROAD,,,,PITTSBURGH,PA,15215,40.5189784,-79.9239557,,,,,,,,,14129638885,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOSEPH AND SAINT JOHN VIANNEY,faith-based_facilities,,2815,438 ORMSBY AVENUE,,,,PITTSBURGH,PA,15210,40.4125499,-79.979812,,,,,,,,,14123818300,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN VIANNEY PARISH,faith-based_facilities,,2806,225 ALLEN STREET SAINT GEORGE,,,,PITTSBURGH,PA,15210,40.4201854,-79.9934853,,,,,,,,,14123818300,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN THE BAPTIST UKRAINIAN CATHOLIC CHURCH,faith-based_facilities,,2947,109 SOUTH SEVENTH STREET,,,,PITTSBURGH,PA,15203,40.428522,-79.9919247,,,,,,,,,14124312531,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN THE BAPTIST CATHOLIC CHURCH,faith-based_facilities,,2804,444 SAINT JOHN STREET,,,,PITTSBURGH,PA,15239,40.4882427,-79.777165,,,,,,,,,14127934311,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN THE BAPTIST BYZANTINE CATHOLIC CHURCH,faith-based_facilities,,2755,1720 JANE STREET,,,,PITTSBURGH,PA,15203,40.4267853,-79.9811494,,,,,,,,,14124311090,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN THE BAPTIST BYZANTINE CATHOLIC CATHEDRAL,faith-based_facilities,,2895,210 GREENTREE ROAD,,,,MUNHALL,PA,15120,40.3821804,-79.9152046,,,,,,,,,14124610944,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN NEUMANN CHURCH,faith-based_facilities,,2826,2230 ROCHESTER ROAD,,,,PITTSBURGH,PA,15237,40.5711409,-80.0708344,,,,,,,,,14123662020,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN FISHER CHURCH,faith-based_facilities,,2839,33 LEWIN LANE,,,,PITTSBURGH,PA,15235,40.4352306,-79.844945,,,,,,,,,14122414722,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN CHRYSOSTOM CHURCH,faith-based_facilities,,2927,506 SALINE STREET,,,,PITTSBURGH,PA,15207,40.427715,-79.9447724,,,,,,,,,14124210243,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN CAPISTRAN CHURCH,faith-based_facilities,,2965,1610 MCMILLAN ROAD,,,,PITTSBURGH,PA,15241,40.3592211,-80.0725498,,,,,,,,,14122216275,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JOHN CANTIUS SHARPSBURG,faith-based_facilities,,2782,220 9TH STREET MADONNA OF JERUSALEM,,,,PITTSBURGH,PA,15215,40.4953861,-79.9334923,,,,,,,,,14127848700,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JANUARIUS CHURCH,faith-based_facilities,,2748,1450 RENTON ROAD,,,,PITTSBURGH,PA,15239,40.4996239,-79.7308349,,,,,,,,,14127934439,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JAMES CHURCH,faith-based_facilities,,2763,718 FRANKLIN AVENUE,,,,PITTSBURGH,PA,15221,40.4405162,-79.8850721,,,,,,,,,14122411392,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JAMES CHURCH,faith-based_facilities,,2980,11524 FRANKSTOWN ROAD,,,,PITTSBURGH,PA,15235,40.4635678,-79.8298158,,,,,,,,,14122422300,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT JAMES AFRICAN METHODIST EPISCOPAL CHURCH,faith-based_facilities,,2853,444 LINCOLN AVENUE,,,,PITTSBURGH,PA,15206,40.4607395,-79.9098145,,,,,,,,,14124419706,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
SAINT HENRY AND SAINT JOHN VIANNEY,faith-based_facilities,,2811,2428 ARLINGTON AVENUE,,,,PITTSBURGH,PA,15210,40.4172537,-79.9721156,,,,,,,,,14123818300,,,,,,,,,,,,,FIX,,,Allegheny County GIS: Places of Worship,http://alcogis.maps.arcgis.com/home/item.html?id=51cd2ffaea2e4579aace5a1d4f0de71f,,,,,
